GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
2.01812E+11,28/12/2018,Cameroon,Bamenda,Ambazonia Defense Forces (ADF) (suspected),1,0,Military,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,27/12/2018,Nigeria,Baga,Boko Haram,Unknown,Unknown,Police,Sub-Saharan Africa,Unknown
2.01812E+11,27/12/2018,Nigeria,Baga,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01812E+11,27/12/2018,Nigeria,Goniri,Boko Haram,Unknown,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,25/12/2018,Nigeria,Bolakla,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,26/12/2018,Nigeria,Mbolakel,Boko Haram,0,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,26/12/2018,Nigeria,Bujimirum,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,26/12/2018,Nigeria,Barakin Ladi district,Fulani extremists,5,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,26/12/2018,Nigeria,Baga,Boko Haram,9,12,Military,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,21/12/2018,Nigeria,Damasak,Boko Haram,1,0,Military,Sub-Saharan Africa,Unknown
2.01812E+11,25/12/2018,Nigeria,Kukareta,Boko Haram,1,0,Government (General),Sub-Saharan Africa,Armed Assault
2.01812E+11,24/12/2018,Nigeria,Ngaurawa,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01812E+11,24/12/2018,Nigeria,Kukareta,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01812E+11,24/12/2018,Nigeria,Ukemberagya,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,24/12/2018,Cameroon,Yokotondou,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,24/12/2018,Nigeria,Barakin Ladi,Unknown,5,3,Business,Sub-Saharan Africa,Armed Assault
2.01812E+11,24/12/2018,Cameroon,Bangourain,Separatists,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,24/12/2018,Cameroon,Bangourain,Separatists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,24/12/2018,Nigeria,Kukareta,Boko Haram,Unknown,1,Military,Sub-Saharan Africa,Armed Assault
2.01812E+11,24/12/2018,Nigeria,Damaturu,Boko Haram,14,Unknown,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,23/12/2018,Cameroon,Unknown,Unknown,0,4,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,23/12/2018,Nigeria,Onne,Unknown,1,0,Government (General),Sub-Saharan Africa,Assassination
2.01812E+11,23/12/2018,Nigeria,Makalama,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,22/12/2018,Nigeria,Gajiram,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01812E+11,22/12/2018,Nigeria,Magami,Unknown,17,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,22/12/2018,Cameroon,Mbengwi,Separatists,1,0,"Military,Transportation",Sub-Saharan Africa,Armed Assault
2.01812E+11,20/12/2018,Nigeria,Buni Gari,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,20/12/2018,Nigeria,Sabon Gari,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01812E+11,19/12/2018,Nigeria,Unknown,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,19/12/2018,Nigeria,Onitsha,Unknown,1,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01812E+11,19/12/2018,Nigeria,Mushemiri,Boko Haram,0,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,18/12/2018,Nigeria,Tudu-Uku,Unknown,1,1,Government (General),Sub-Saharan Africa,"Assassination,Hostage Taking (Kidnapping)"
2.01812E+11,14/12/2018,Cameroon,Nkwen,Separatists,0,0,"Educational Institution,Educational Institution",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,17/12/2018,Nigeria,Ideato South district,Unknown,1,0,Violent Political Party,Sub-Saharan Africa,Assassination
2.01812E+11,16/12/2018,Cameroon,Ndop,Separatists (suspected),1,0,Police,Sub-Saharan Africa,Assassination
2.01812E+11,16/12/2018,Cameroon,Ndop,Separatists (suspected),0,1,Police,Sub-Saharan Africa,Assassination
2.01812E+11,16/12/2018,Nigeria,Maibukarti,Boko Haram,5,0,"Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,15/12/2018,Nigeria,Oba Akoko,Fulani extremists,0,1,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,15/12/2018,Nigeria,Ilu Abo,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,15/12/2018,Nigeria,Owo,Fulani extremists,0,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,15/12/2018,Nigeria,Gamboru,Boko Haram,2,1,Military,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,15/12/2018,Niger,Bolsi,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,15/12/2018,Nigeria,Koshebe,Boko Haram,2,0,Business,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,15/12/2018,Nigeria,Zabarmari,Boko Haram,2,0,Business,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,14/12/2018,Nigeria,Unknown,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,14/12/2018,Cameroon,Kolofata,Unknown,2,2,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,14/12/2018,Nigeria,Gudunbali,Boko Haram,29,1,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,13/12/2018,Cameroon,Unknown,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01812E+11,13/12/2018,Nigeria,Umuoke,Unknown,2,0,Police,Sub-Saharan Africa,Assassination
2.01812E+11,12/12/2018,Cameroon,Kolofata,Unknown,Unknown,Unknown,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,12/12/2018,Cameroon,Kolofata,Unknown,Unknown,Unknown,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,12/12/2018,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Police,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,10/12/2018,Nigeria,Birnin Yero,Unknown,10,Unknown,"Government (General),Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01812E+11,11/12/2018,Nigeria,Malikawa,Unknown,22,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,10/12/2018,Cameroon,Njinikejem,Unknown,1,0,Educational Institution,Sub-Saharan Africa,Armed Assault
2.01812E+11,09/12/2018,Nigeria,Ribah,Unknown,Unknown,Unknown,Violent Political Party,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,08/12/2018,Cameroon,Bamenda,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,08/12/2018,Cameroon,Bamenda,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,08/12/2018,Nigeria,Gulumba Gana,Boko Haram,3,2,Military,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01812E+11,07/12/2018,Nigeria,Rann,Boko Haram,Unknown,Unknown,"Government (General),Government (Diplomatic)",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,07/12/2018,Nigeria,Bama,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01812E+11,06/12/2018,Nigeria,Ngala,Boko Haram,1,19,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,06/12/2018,Nigeria,Enugu,Unknown,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01812E+11,06/12/2018,Nigeria,Rann,Boko Haram,3,Unknown,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,07/12/2018,Cameroon,Kumbo,Unknown,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,05/12/2018,Nigeria,Ibese,Unknown,0,2,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01812E+11,07/12/2018,Nigeria,Dogon Maje,Unknown,9,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01812E+11,04/12/2018,Nigeria,Esa Oke,Fulani extremists,1,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,04/12/2018,Nigeria,Amurin,Fulani extremists,1,Unknown,"Educational Institution,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,04/12/2018,Nigeria,Gudunbali,Boko Haram,Unknown,2,Military,Sub-Saharan Africa,Armed Assault
2.01812E+11,03/12/2018,Nigeria,Sai,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,03/12/2018,Nigeria,Abako,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,03/12/2018,Cameroon,Donga-Mantung district,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,03/12/2018,Nigeria,Uduwa,Fulani extremists,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,02/12/2018,Nigeria,Kangarwa,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01812E+11,02/12/2018,Nigeria,Arge,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01812E+11,02/12/2018,Nigeria,Malum Fatori,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01812E+11,01/12/2018,Cameroon,Kumbo,Separatists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01812E+11,01/12/2018,Nigeria,Maiduguri,Boko Haram,2,5,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,01/12/2018,Nigeria,Buni Gari,Boko Haram,18,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,30/11/2018,Niger,Tera,Unknown,1,0,"Government (General),Police",Sub-Saharan Africa,Armed Assault
2.01811E+11,30/11/2018,Nigeria,Arege,Boko Haram,1,7,Military,Sub-Saharan Africa,Armed Assault
2.01811E+11,29/11/2018,Cameroon,Bangourain,Separatists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,28/11/2018,Nigeria,Lagos,Unknown,0,1,Journalists & Media,Sub-Saharan Africa,Assassination
2.01811E+11,28/11/2018,Nigeria,Arege,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01811E+11,28/11/2018,Cameroon,Am Chide,Boko Haram,2,29,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01811E+11,27/11/2018,Nigeria,Akoko North-West district,Fulani extremists,0,6,"Government (General),Police,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,27/11/2018,Cameroon,Bamenda,Unknown,0,0,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,27/11/2018,Cameroon,Bambili,Unknown,Unknown,Unknown,"Educational Institution,Transportation",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.01811E+11,27/11/2018,Nigeria,Ganjuwa district,Boko Haram (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,27/11/2018,Nigeria,Kauwa,Boko Haram,3,0,Military,Sub-Saharan Africa,Unknown
2.01811E+11,24/11/2018,Cameroon,Munyengue,Unknown,Unknown,Unknown,"Religious Figures/Institutions,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,26/11/2018,Nigeria,Dar,Unknown,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01811E+11,26/11/2018,Cameroon,Ako,Separatists,1,Unknown,"Police,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,26/11/2018,Cameroon,Abuenshie,Separatists,2,Unknown,"Police,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,26/11/2018,Nigeria,Maiduguri,Boko Haram,4,1,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,24/11/2018,Niger,Bague,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,24/11/2018,Niger,Blaharde,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,23/11/2018,Nigeria,Mitile,Boko Haram,6,Unknown,Military,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.01811E+11,22/11/2018,Nigeria,Ughelli North district,Unknown,1,Unknown,Police,Sub-Saharan Africa,Armed Assault
2.01811E+11,22/11/2018,Niger,Toumour,Boko Haram,0,0,Business,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01811E+11,22/11/2018,Niger,Toumour,Boko Haram,8,5,"Food or Water Supply,Government (General)",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01811E+11,21/11/2018,Cameroon,Belo,Unknown,1,0,Educational Institution,Sub-Saharan Africa,Armed Assault
2.01811E+11,20/11/2018,Cameroon,Kumba,Separatists,0,1,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,19/11/2018,Nigeria,Molai,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Barricade Incident)
2.01811E+11,19/11/2018,Nigeria,Bama,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,19/11/2018,Nigeria,Mammanti,Boko Haram,9,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01811E+11,18/11/2018,Nigeria,Gajiram,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01811E+11,19/11/2018,Nigeria,Mitile,Boko Haram,118,Unknown,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,17/11/2018,Nigeria,Ngala district,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,17/11/2018,Niger,Makalondi,Muslim extremists,2,1,Military,Sub-Saharan Africa,Armed Assault
2.01811E+11,17/11/2018,Nigeria,Mainok,Boko Haram,1,0,Military,Sub-Saharan Africa,Unknown
2.01811E+11,16/11/2018,Nigeria,Kekeno,Boko Haram,1,4,Military,Sub-Saharan Africa,Armed Assault
2.01811E+11,16/11/2018,Nigeria,Okene,Unknown,3,0,Government (General),Sub-Saharan Africa,Armed Assault
2.01811E+11,16/11/2018,Nigeria,Abuja district,Unknown,1,4,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01811E+11,16/11/2018,Cameroon,Unknown,Unknown,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,15/11/2018,Cameroon,Bamessing,Unknown,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,15/11/2018,Nigeria,Odofin Igbana,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01811E+11,15/11/2018,Nigeria,Korori,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,14/11/2018,Cameroon,Donga-Mantung district,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01811E+11,28/11/2018,Cameroon,Donga-Mantung district,Unknown,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,14/11/2018,Nigeria,Ipo,Unknown,2,Unknown,Violent Political Party,Sub-Saharan Africa,Armed Assault
2.01811E+11,14/11/2018,Nigeria,Mammanti,Boko Haram,1,1,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,14/11/2018,Nigeria,Karetu,Boko Haram,3,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01811E+11,13/11/2018,Cameroon,Buea,Unknown,0,Unknown,Educational Institution,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,13/11/2018,Nigeria,Maiduguri,Boko Haram,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01811E+11,13/11/2018,Cameroon,Nwa,Unknown,1,0,Government (General),Sub-Saharan Africa,Assassination
2.01811E+11,12/11/2018,Cameroon,Buea,Unknown,1,0,Police,Sub-Saharan Africa,Armed Assault
2.01811E+11,13/11/2018,Nigeria,Gremari,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01811E+11,13/11/2018,Nigeria,Daraa,Boko Haram,7,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01811E+11,13/11/2018,Nigeria,Kazaa,Boko Haram,8,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01811E+11,12/11/2018,Nigeria,Ibozogi,Bassa Kwomu extremists,2,Unknown,"Religious Figures/Institutions,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.01811E+11,11/11/2018,Nigeria,Bale Shuwa,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,10/11/2018,Nigeria,Judumri,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01811E+11,10/11/2018,Cameroon,Kumbo,Separatists,1,5,Transportation,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,10/11/2018,Cameroon,Unknown,Unknown,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,08/11/2018,Nigeria,Logomani,Boko Haram,3,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,06/11/2018,Nigeria,Kala,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,07/11/2018,Nigeria,Katarko,Boko Haram,Unknown,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,06/11/2018,Nigeria,Unknown,Unknown,0,1,Military,Sub-Saharan Africa,Armed Assault
2.01811E+11,06/11/2018,Cameroon,Kumba,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,06/11/2018,Nigeria,Abraka,Fulani extremists,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,05/11/2018,Nigeria,Kumshe,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01811E+11,05/11/2018,Nigeria,Kukawa,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,05/11/2018,Cameroon,Nkwen,Separatists,0,12,"Educational Institution,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,04/11/2018,Nigeria,Unknown,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01811E+11,02/11/2018,Nigeria,Bulabulin,Boko Haram,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,02/11/2018,Nigeria,Kofa,Boko Haram,6,24,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01811E+11,03/11/2018,Cameroon,Tiko,Separatists,0,6,Business,Sub-Saharan Africa,Armed Assault
2.01811E+11,02/11/2018,Cameroon,Oku,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01811E+11,02/11/2018,Nigeria,Alhaji Mallumti,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01811E+11,02/11/2018,Nigeria,Ngomari,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01811E+11,02/11/2018,Nigeria,Gozari,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01811E+11,01/11/2018,Cameroon,Unknown,Separatists,0,4,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.0181E+11,31/10/2018,Nigeria,Gozari,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.0181E+11,31/10/2018,Nigeria,Ngomari,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
